"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.85874680530628e-20,1.40106014433068,0.606,0.247,1.47224448470542e-15,"28","Cds1"
5.88889553967801e-20,0.611723107193359,0.994,0.986,1.47982056016569e-15,"28","mt-Cytb"
5.96614704150365e-20,2.22050420027032,0.417,0.081,1.49923309005945e-15,"28","Steap2"
6.02121678699238e-20,3.89249019215516,0.384,0.031,1.51307156640332e-15,"28","Dydc2"
7.06794563112112e-20,2.15641568012803,0.464,0.122,1.77610405764443e-15,"28","4430402I18Rik"
7.08308867098738e-20,1.44796804360068,0.508,0.112,1.77990935213242e-15,"28","Ehf"
7.45181747251657e-20,2.46005459040446,0.395,0.079,1.87256721266869e-15,"28","Wdyhv1"
7.5441317151604e-20,2.21433258806981,0.421,0.105,1.89576485870266e-15,"28","Ttc30b"
7.63363564739234e-20,3.28576883602891,0.332,0.041,1.91825630183322e-15,"28","Mdh1b"
1.07921540773046e-19,0.952804512487061,0.812,0.499,2.71196039808588e-15,"28","Paip2"
1.20608486467018e-19,2.32161288637864,0.418,0.093,3.0307706564297e-15,"28","Galk2"
1.21393462421094e-19,2.47388560597339,0.383,0.059,3.05049631717967e-15,"28","Pitx1"
1.33048031572054e-19,0.656487101751693,0.975,0.636,3.34336398537415e-15,"28","Tuba1a"
1.43247161348093e-19,2.74415754566533,0.379,0.069,3.59965791751624e-15,"28","Cfap74"
1.595809294327e-19,1.68154162555912,0.519,0.195,4.01010917571432e-15,"28","Dap3"
1.72295052556082e-19,2.69110399335134,0.352,0.061,4.32960237568179e-15,"28","Tctn2"
1.79769148009692e-19,2.61800806809595,0.254,0.032,4.51741892033554e-15,"28","2010007H06Rik"
2.30706070400115e-19,2.14462313918423,0.398,0.095,5.79741284308449e-15,"28","Ids"
2.61215476518456e-19,1.60719815429153,0.654,0.246,6.56408370943227e-15,"28","Churc1"
2.70028039107609e-19,1.3766281968079,0.681,0.296,6.7855345947351e-15,"28","Naxd"
2.74914545316347e-19,1.71020706274303,0.515,0.167,6.90832760925448e-15,"28","Fbxo32"
2.84228788838918e-19,3.64273131453706,0.299,0.026,7.14238523473318e-15,"28","Plch1"
3.59241703390347e-19,2.81007204905302,0.327,0.042,9.02738476449603e-15,"28","1810010H24Rik"
3.83602208559575e-19,1.852877737593,0.452,0.135,9.63953989889355e-15,"28","Zbbx"
4.24597267670563e-19,2.18526198832904,0.408,0.098,1.06697047392936e-14,"28","Polk"
5.01151366088551e-19,3.47480546199068,0.298,0.028,1.25934326784392e-14,"28","Lrrc56"
5.62090894188171e-19,1.1985049151946,0.644,0.302,1.41247820800545e-14,"28","Enah"
6.57001588683228e-19,3.05591266295437,0.289,0.036,1.65097929220208e-14,"28","Kif6"
6.81231563316667e-19,1.36838529771156,0.44,0.122,1.71186679545845e-14,"28","Emp2"
7.22393227099295e-19,7.20422536807894,0.292,0.002,1.81530194037782e-14,"28","Uox"
7.58021599820442e-19,2.76796410083624,0.363,0.061,1.90483247818879e-14,"28","Rsph14"
7.89397754664934e-19,3.60700883935554,0.357,0.029,1.98367761769751e-14,"28","Tmprss2"
8.34624119845234e-19,1.47082296733671,0.439,0.093,2.09732695075909e-14,"28","Qsox1"
9.0086586759555e-19,1.78033424466685,0.472,0.145,2.26378583868086e-14,"28","Nagk"
1.03492397783656e-18,0.778344864032889,0.938,0.786,2.6006604639055e-14,"28","mt-Nd4l"
1.13661154333744e-18,1.54148957078456,0.637,0.225,2.85619114725265e-14,"28","Odc1"
1.27947067306694e-18,2.26237071365149,0.416,0.094,3.21518185434992e-14,"28","Taf6"
1.29196694444702e-18,2.31546294172875,0.403,0.067,3.24658373470091e-14,"28","Six3os1"
1.69250560697407e-18,1.83522462869812,0.408,0.114,4.25309733976513e-14,"28","Ebpl"
2.29141965297191e-18,1.89517225943694,0.397,0.108,5.7581084459531e-14,"28","Xrcc5"
2.41455267204588e-18,1.78549671525405,0.44,0.13,6.06752940958409e-14,"28","Rpgr"
2.48993007823748e-18,3.69967436089615,0.282,0.023,6.25694529360297e-14,"28","2610528J11Rik"
2.57826452699279e-18,7.90889341529293,0.257,0.001,6.47892092988019e-14,"28","Fcamr"
2.57827364876293e-18,11.1294039607797,0.271,0,6.47894385197636e-14,"28","Gm31063"
2.60426907147747e-18,4.16984378069652,0.329,0.019,6.54426774971572e-14,"28","1700016C15Rik"
2.83433356085815e-18,2.34047994241368,0.456,0.109,7.12239680508045e-14,"28","Nek1"
2.92324175803754e-18,2.11558965645504,0.338,0.074,7.34581421377253e-14,"28","Fam126a"
3.11801971520708e-18,0.917381160038892,0.852,0.55,7.83527174234387e-14,"28","Vapa"
3.61513509508804e-18,1.36227143729527,0.64,0.295,9.08447298044673e-14,"28","Polr2i"
3.77671853571818e-18,2.14514611449067,0.475,0.146,9.49051600840622e-14,"28","Gm5617"
5.45710345608444e-18,2.18806527233377,0.415,0.1,1.37131552747946e-13,"28","Tmem216"
6.25731017887866e-18,2.66874940860288,0.324,0.053,1.57239947485042e-13,"28","Fmo3"
7.49530017097141e-18,0.567179469346093,0.991,0.962,1.88349397996341e-13,"28","Itm2b"
7.81265337060571e-18,0.680680146854987,0.801,0.312,1.96324166549951e-13,"28","Spef2"
7.82077346252798e-18,2.1402321948412,0.355,0.088,1.96528216339866e-13,"28","Agbl3"
8.57131012072585e-18,1.33102442791641,0.452,0.177,2.1538845202372e-13,"28","Casp6"
8.88244709929802e-18,2.20103873127339,0.452,0.098,2.2320701315826e-13,"28","Trp53inp1"
9.61839947199095e-18,3.06995662486778,0.324,0.038,2.41700760331661e-13,"28","2310030G06Rik"
9.64342887949233e-18,1.79939042806093,0.438,0.129,2.42329724312763e-13,"28","Sqle"
1.06624288349078e-17,1.88279354291894,0.526,0.165,2.67936174192397e-13,"28","Gas8"
1.16983313465706e-17,2.6928238772578,0.325,0.051,2.93967368407974e-13,"28","5930430L01Rik"
1.19263653837323e-17,1.86881355563255,0.403,0.117,2.9969763572781e-13,"28","Utp14b"
1.24371636355015e-17,1.58716213810586,0.576,0.23,3.12533484996518e-13,"28","Mrpl53"
1.38193888821129e-17,1.78052808156148,0.597,0.216,3.47267423218616e-13,"28","B230118H07Rik"
1.5492265452875e-17,1.92064430357133,0.447,0.131,3.89305138565295e-13,"28","4930402H24Rik"
1.71009349177856e-17,1.75674517480534,0.394,0.116,4.29729393549034e-13,"28","Kif9"
1.78802543233775e-17,1.18391201367541,0.834,0.551,4.49312910892152e-13,"28","Psmb6"
1.98388373770747e-17,0.705974692609569,0.818,0.426,4.98530144448509e-13,"28","Arl3"
2.02378650481139e-17,0.891693062654299,0.866,0.629,5.08557310794054e-13,"28","Mpc1"
2.11676982461328e-17,1.9824034894473,0.431,0.115,5.31923089227072e-13,"28","Arfgap3"
2.18445369323436e-17,2.52787656650637,0.36,0.064,5.48931368572862e-13,"28","Dnaaf2"
2.20362429092988e-17,2.68292629774705,0.329,0.049,5.53748748067769e-13,"28","Lurap1l"
3.14564507790837e-17,2.65377171892598,0.342,0.055,7.90469151627593e-13,"28","Iffo2"
3.29472209375362e-17,0.711715716351424,0.987,0.968,8.27930714939347e-13,"28","mt-Nd2"
3.39525169774541e-17,1.13155397592185,0.57,0.218,8.53192799126444e-13,"28","Pcdh7"
3.51427861054864e-17,1.68400244286867,0.453,0.148,8.83103072044769e-13,"28","Gm1673"
3.86404522964176e-17,2.43160121123485,0.331,0.03,9.70995925756677e-13,"28","Muc4"
3.89274392375875e-17,2.74765726507074,0.371,0.057,9.78207620601335e-13,"28","Mipep"
4.30899277430919e-17,1.23839229281309,0.414,0.072,1.08280679425616e-12,"28","Agr2"
4.33808078016689e-17,2.31937897567853,0.397,0.082,1.09011631924814e-12,"28","Coq8b"
4.3794562892645e-17,2.12612252633937,0.394,0.096,1.10051357092928e-12,"28","Arhgef38"
4.38548590041453e-17,1.77274388166847,0.353,0.086,1.10202875191517e-12,"28","Gpr155"
4.65122244074247e-17,2.84745493054855,0.296,0.043,1.16880568713418e-12,"28","Iqck"
4.67576555143442e-17,1.21334176760181,0.493,0.182,1.17497312541996e-12,"28","Alas1"
5.53448634040785e-17,1.3278840615078,0.547,0.174,1.39076107248109e-12,"28","Pdgfa"
5.58433389972089e-17,1.93936500874236,0.366,0.073,1.40328726566086e-12,"28","Isl1"
5.94941984792951e-17,1.15290667868487,0.605,0.224,1.49502971358621e-12,"28","Tnfaip8"
6.65514481096546e-17,0.915415330778174,0.652,0.246,1.67237133954751e-12,"28","Wls"
7.26432532954805e-17,1.51860378061342,0.504,0.196,1.82545231206213e-12,"28","Map7"
7.36311402491777e-17,2.58237726539653,0.276,0.046,1.85027692332159e-12,"28","Efcab12"
7.64303756297558e-17,1.46479876891234,0.518,0.183,1.92061890920013e-12,"28","Lrrc10b"
7.83439026319246e-17,1.45218986767781,0.544,0.19,1.96870392923763e-12,"28","Idh2"
7.83607764445476e-17,1.26158042674009,0.708,0.365,1.96912795127504e-12,"28","Dpy30"
8.3103188032613e-17,1.66355434516659,0.504,0.178,2.08830001207153e-12,"28","Ift52"
8.52342715775358e-17,2.24968089337767,0.296,0.071,2.1418520104719e-12,"28","Fam227a"
8.53430626123271e-17,2.05468839563034,0.502,0.138,2.14458582038517e-12,"28","Cc2d2a"
8.56963002046212e-17,2.8507271760926,0.342,0.04,2.15346232784193e-12,"28","Fas"
9.5238193956144e-17,1.99652322398921,0.432,0.121,2.39324057592394e-12,"28","Dnal1"
1.04386563515678e-16,1.85858855842525,0.373,0.103,2.62312995458548e-12,"28","Srebf1"
1.2129440583561e-16,2.02308678930222,0.355,0.074,3.04800712424304e-12,"28","Sqor"
1.26666185269983e-16,1.73519816780924,0.405,0.129,3.18299456964939e-12,"28","Nipsnap2"
1.28012913600964e-16,1.29907601167128,0.548,0.208,3.21683650587861e-12,"28","Fdx1"
1.31034196229018e-16,1.38204478895353,0.575,0.236,3.292758317039e-12,"28","Ttll3"
1.34511077322919e-16,1.0981580791863,0.636,0.261,3.38012886204762e-12,"28","Chd3"
1.41008444240072e-16,1.40763384821431,0.402,0.084,3.54340119530878e-12,"28","Isg20"
1.67058018735523e-16,1.41970029137276,0.558,0.201,4.19800095280496e-12,"28","Actn1"
1.68137016897519e-16,1.61730662711889,0.4,0.132,4.22511509761776e-12,"28","Edem2"
1.69738733550926e-16,3.87681904093219,0.277,0.021,4.26536463540121e-12,"28","Fhit"
1.75952913834079e-16,1.73266645525175,0.456,0.146,4.42152077173658e-12,"28","Lrrc45"
2.08297902678723e-16,1.50922481350607,0.38,0.091,5.23431799641362e-12,"28","Gm20186"
2.48819702607896e-16,0.91352400133313,0.879,0.565,6.25259030683383e-12,"28","Arf5"
2.58052151096981e-16,2.45671187976805,0.261,0.04,6.48459250491604e-12,"28","Gna14"
2.83246836388308e-16,3.56415661377947,0.283,0.027,7.11770975160179e-12,"28","Lca5l"
3.47510788524757e-16,2.47121177174259,0.367,0.075,8.73259860483861e-12,"28","Prepl"
3.65221948195016e-16,1.42172445564859,0.453,0.159,9.17766233619257e-12,"28","Acaa2"
3.93047532156557e-16,2.9545168073749,0.311,0.036,9.87689143556212e-12,"28","Mgst2"
4.08929845875711e-16,1.35848335342862,0.495,0.202,1.02759980970107e-11,"28","Trim37"
4.32508953014507e-16,3.2456075861852,0.256,0.028,1.08685174803015e-11,"28","Zc2hc1c"
